y1_statefips,y1_countyfips,y2_statefips,y2_countyfips,y2_state,y2_countyname,n1,n2,agi
01,001,96,000,AL,Autauga County Total Migration-US and Foreign,1920,3869,118308
01,001,97,000,AL,Autauga County Total Migration-US,1888,3759,115092
01,001,97,001,AL,Autauga County Total Migration-Same State,1199,2247,63596
01,001,97,003,AL,Autauga County Total Migration-Different State,689,1512,51496
01,001,98,000,AL,Autauga County Total Migration-Foreign,32,110,3216
01,001,01,001,AL,Autauga County Non-migrants,20045,43150,1531683
01,001,01,051,AL,Elmore County,438,847,24777
01,001,01,101,AL,Montgomery County,260,491,12370
01,001,01,021,AL,Chilton County,71,143,3069
01,001,01,073,AL,Jefferson County,61,91,3916
01,001,01,081,AL,Lee County,51,78,2182
01,001,01,117,AL,Shelby County,45,73,2442
01,001,01,047,AL,Dallas County,35,72,1324
01,001,01,089,AL,Madison County,32,63,2173
01,001,01,003,AL,Baldwin County,25,47,1655
01,001,01,109,AL,Pike County,20,40,934
01,001,58,000,SS,Other flows - Same State,161,302,8754
01,001,59,000,DS,Other flows - Different State,689,1512,51496
01,001,59,001,DS,Other flows - Northeast,29,46,1840
01,001,59,003,DS,Other flows - Midwest,84,207,6049
01,001,59,005,DS,Other flows - South,460,965,34026
01,001,59,007,DS,Other flows - West,116,294,9581
01,001,57,009,FR,Foreign - Other flows,32,110,3216
01,003,96,000,AL,Baldwin County Total Migration-US and Foreign,5593,9559,398374
01,003,97,000,AL,Baldwin County Total Migration-US,5555,9479,395802
01,003,97,001,AL,Baldwin County Total Migration-Same State,1930,3308,126341
01,003,97,003,AL,Baldwin County Total Migration-Different State,3625,6171,269461
01,003,98,000,AL,Baldwin County Total Migration-Foreign,38,80,2572
01,003,01,003,AL,Baldwin County Non-migrants,88299,180763,8399823
01,003,01,097,AL,Mobile County,842,1407,57437
01,003,12,033,FL,Escambia County,370,589,25767
01,003,01,073,AL,Jefferson County,147,224,9661
01,003,01,089,AL,Madison County,108,170,7247
01,003,01,053,AL,Escambia County,91,195,4248
01,003,01,117,AL,Shelby County,82,133,7292
01,003,12,113,FL,Santa Rosa County,79,148,5702
01,003,01,081,AL,Lee County,66,115,4059
01,003,01,125,AL,Tuscaloosa County,55,81,3831
01,003,47,037,TN,Davidson County,53,66,3673
01,003,28,059,MS,Jackson County,51,87,2338
01,003,12,091,FL,Okaloosa County,50,81,3317
01,003,48,201,TX,Harris County,48,83,3633
01,003,28,047,MS,Harrison County,47,88,2240
01,003,13,121,GA,Fulton County,32,45,2566
01,003,01,101,AL,Montgomery County,30,56,3631
01,003,01,055,AL,Etowah County,29,64,1886
01,003,01,115,AL,St. Clair County,29,47,1633
01,003,12,031,FL,Duval County,29,55,1405
01,003,12,005,FL,Bay County,26,44,2090
01,003,22,103,LA,St. Tammany Parish,26,46,2356
01,003,04,013,AZ,Maricopa County,25,49,1833
01,003,48,029,TX,Bexar County,24,50,1368
01,003,08,041,CO,El Paso County,23,46,907
01,003,01,069,AL,Houston County,22,43,1588
01,003,01,099,AL,Monroe County,22,35,1084
01,003,01,103,AL,Morgan County,22,39,1369
01,003,06,073,CA,San Diego County,22,45,2082
01,003,01,015,AL,Calhoun County,21,36,1039
01,003,01,025,AL,Clarke County,21,37,924
01,003,13,067,GA,Cobb County,21,33,1759
01,003,17,031,IL,Cook County,21,28,1070
01,003,48,113,TX,Dallas County,21,27,2149
01,003,01,001,AL,Autauga County,20,39,1051
01,003,01,051,AL,Elmore County,20,31,1390
01,003,48,453,TX,Travis County,20,29,1034
01,003,58,000,SS,Other flows - Same State,303,556,16970
01,003,59,000,DS,Other flows - Different State,2637,4532,202175
01,003,59,001,DS,Other flows - Northeast,155,246,9274
01,003,59,003,DS,Other flows - Midwest,508,887,29047
01,003,59,005,DS,Other flows - South,1638,2853,142031
01,003,59,007,DS,Other flows - West,336,546,21823
01,003,57,009,FR,Foreign - Other flows,38,80,2572
01,005,96,000,AL,Barbour County Total Migration-US and Foreign,492,932,19330
01,005,97,000,AL,Barbour County Total Migration-US,492,932,19330
01,005,97,001,AL,Barbour County Total Migration-Same State,318,612,12591
01,005,97,003,AL,Barbour County Total Migration-Different State,174,320,6738
01,005,01,005,AL,Barbour County Non-migrants,7453,15143,409369
01,005,01,069,AL,Houston County,55,111,1559
01,005,01,045,AL,Dale County,41,81,1848
01,005,01,109,AL,Pike County,34,77,1564
01,005,01,067,AL,Henry County,33,64,1315
01,005,01,113,AL,Russell County,28,57,1394
01,005,01,101,AL,Montgomery County,21,34,744
01,005,13,239,GA,Quitman County,21,47,714
01,005,58,000,SS,Other flows - Same State,106,188,4168
01,005,59,000,DS,Other flows - Different State,153,273,6024
01,005,59,001,DS,Other flows - Northeast,-1,-1,-1
01,005,59,003,DS,Other flows - Midwest,-1,-1,-1
01,005,59,005,DS,Other flows - South,153,273,6024
01,005,59,007,DS,Other flows - West,-1,-1,-1
01,007,96,000,AL,Bibb County Total Migration-US and Foreign,409,770,18086
01,007,97,000,AL,Bibb County Total Migration-US,409,770,18086
01,007,97,001,AL,Bibb County Total Migration-Same State,356,680,15565
01,007,97,003,AL,Bibb County Total Migration-Different State,53,90,2520
01,007,01,007,AL,Bibb County Non-migrants,6469,14012,424802
01,007,01,125,AL,Tuscaloosa County,120,239,5294
01,007,01,073,AL,Jefferson County,71,122,2504
01,007,01,117,AL,Shelby County,59,113,2839
01,007,01,021,AL,Chilton County,21,47,836
01,007,58,000,SS,Other flows - Same State,85,159,4092
01,007,59,000,DS,Other flows - Different State,53,90,2520
01,007,59,001,DS,Other flows - Northeast,-1,-1,-1
01,007,59,003,DS,Other flows - Midwest,-1,-1,-1
01,007,59,005,DS,Other flows - South,53,90,2520
01,007,59,007,DS,Other flows - West,-1,-1,-1
01,009,96,000,AL,Blount County Total Migration-US and Foreign,1262,2356,66771
01,009,97,000,AL,Blount County Total Migration-US,1262,2356,66771
01,009,97,001,AL,Blount County Total Migration-Same State,1060,2009,56731
01,009,97,003,AL,Blount County Total Migration-Different State,202,347,10040
01,009,01,009,AL,Blount County Non-migrants,19422,43284,1349729
01,009,01,073,AL,Jefferson County,356,666,19009
01,009,01,043,AL,Cullman County,171,352,9918
01,009,01,095,AL,Marshall County,114,206,5595
01,009,01,115,AL,St. Clair County,88,191,4961
01,009,01,055,AL,Etowah County,78,157,3394
01,009,01,117,AL,Shelby County,39,69,2945
01,009,01,089,AL,Madison County,33,42,1800
01,009,01,127,AL,Walker County,32,67,1406
01,009,01,103,AL,Morgan County,23,42,1004
01,009,58,000,SS,Other flows - Same State,126,217,6698
01,009,59,000,DS,Other flows - Different State,202,347,10040
01,009,59,001,DS,Other flows - Northeast,-1,-1,-1
01,009,59,003,DS,Other flows - Midwest,30,50,1711
01,009,59,005,DS,Other flows - South,140,255,7659
01,009,59,007,DS,Other flows - West,32,42,670
01,009,57,009,FR,Foreign - Other flows,-1,-1,-1
01,011,96,000,AL,Bullock County Total Migration-US and Foreign,188,354,8272
01,011,97,000,AL,Bullock County Total Migration-US,188,354,8272
01,011,97,001,AL,Bullock County Total Migration-Same State,134,261,6336
01,011,97,003,AL,Bullock County Total Migration-Different State,54,93,1937
01,011,01,011,AL,Bullock County Non-migrants,3020,6132,136582
01,011,01,101,AL,Montgomery County,35,83,1283
01,011,01,109,AL,Pike County,26,57,1258
01,011,58,000,SS,Other flows - Same State,73,121,3795
01,011,59,000,DS,Other flows - Different State,54,93,1937
01,011,59,001,DS,Other flows - Northeast,-1,-1,-1
01,011,59,003,DS,Other flows - Midwest,-1,-1,-1
01,011,59,005,DS,Other flows - South,54,93,1937
01,011,59,007,DS,Other flows - West,-1,-1,-1
01,013,96,000,AL,Butler County Total Migration-US and Foreign,370,683,14554
01,013,97,000,AL,Butler County Total Migration-US,370,683,14554
01,013,97,001,AL,Butler County Total Migration-Same State,266,513,10327
01,013,97,003,AL,Butler County Total Migration-Different State,104,170,4227
01,013,01,013,AL,Butler County Non-migrants,6333,13166,349319
01,013,01,101,AL,Montgomery County,49,98,1753
01,013,01,039,AL,Covington County,27,57,597
01,013,01,041,AL,Crenshaw County,25,57,798
01,013,01,085,AL,Lowndes County,22,50,755
01,013,58,000,SS,Other flows - Same State,143,251,6424
01,013,59,000,DS,Other flows - Different State,104,170,4227
01,013,59,001,DS,Other flows - Northeast,-1,-1,-1
01,013,59,003,DS,Other flows - Midwest,23,27,469
01,013,59,005,DS,Other flows - South,81,143,3757
01,013,59,007,DS,Other flows - West,-1,-1,-1
01,013,57,009,FR,Foreign - Other flows,-1,-1,-1
01,015,96,000,AL,Calhoun County Total Migration-US and Foreign,2399,4237,113052
01,015,97,000,AL,Calhoun County Total Migration-US,2399,4237,113052
01,015,97,001,AL,Calhoun County Total Migration-Same State,1519,2725,67569
01,015,97,003,AL,Calhoun County Total Migration-Different State,880,1512,45483
01,015,01,015,AL,Calhoun County Non-migrants,39101,79438,2413002
01,015,01,121,AL,Talladega County,397,746,19884
01,015,01,055,AL,Etowah County,251,439,10690
01,015,01,073,AL,Jefferson County,138,221,6862
01,015,01,115,AL,St. Clair County,124,234,5249
01,015,01,029,AL,Cleburne County,88,182,3992
01,015,01,117,AL,Shelby County,70,106,4547
01,015,01,089,AL,Madison County,68,101,2601
01,015,01,027,AL,Clay County,40,71,1126
01,015,01,019,AL,Cherokee County,36,77,1238
01,015,01,125,AL,Tuscaloosa County,29,53,946
01,015,13,121,GA,Fulton County,29,44,1390
01,015,01,081,AL,Lee County,27,42,1021
01,015,01,111,AL,Randolph County,26,57,893
01,015,13,045,GA,Carroll County,26,45,1183
01,015,01,003,AL,Baldwin County,24,42,1447
01,015,01,095,AL,Marshall County,24,44,784
01,015,01,097,AL,Mobile County,23,34,874
01,015,47,037,TN,Davidson County,22,35,1025
01,015,13,067,GA,Cobb County,20,27,637
01,015,58,000,SS,Other flows - Same State,154,276,5417
01,015,59,000,DS,Other flows - Different State,783,1361,41248
01,015,59,001,DS,Other flows - Northeast,38,56,1996
01,015,59,003,DS,Other flows - Midwest,87,146,4018
01,015,59,005,DS,Other flows - South,583,1040,32009
01,015,59,007,DS,Other flows - West,75,119,3225
01,015,57,009,FR,Foreign - Other flows,-1,-1,-1
01,017,96,000,AL,Chambers County Total Migration-US and Foreign,850,1611,35210
01,017,97,000,AL,Chambers County Total Migration-US,850,1611,35210
01,017,97,001,AL,Chambers County Total Migration-Same State,469,901,19872
01,017,97,003,AL,Chambers County Total Migration-Different State,381,710,15337
01,017,01,017,AL,Chambers County Non-migrants,10736,21552,567614
01,017,01,081,AL,Lee County,289,559,12505
01,017,13,285,GA,Troup County,129,273,4280
01,017,01,111,AL,Randolph County,44,91,1675
01,017,01,113,AL,Russell County,23,47,727
01,017,58,000,SS,Other flows - Same State,113,204,4966
01,017,59,000,DS,Other flows - Different State,252,437,11057
01,017,59,001,DS,Other flows - Northeast,-1,-1,-1
01,017,59,003,DS,Other flows - Midwest,22,43,1064
01,017,59,005,DS,Other flows - South,200,351,8794
01,017,59,007,DS,Other flows - West,30,43,1199
01,017,57,009,FR,Foreign - Other flows,-1,-1,-1
01,019,96,000,AL,Cherokee County Total Migration-US and Foreign,556,1005,26512
01,019,97,000,AL,Cherokee County Total Migration-US,556,1005,26512
01,019,97,001,AL,Cherokee County Total Migration-Same State,288,556,14601
01,019,97,003,AL,Cherokee County Total Migration-Different State,268,449,11911
01,019,01,019,AL,Cherokee County Non-migrants,8230,17441,520970
01,019,01,055,AL,Etowah County,81,153,4202
01,019,01,049,AL,DeKalb County,73,160,3987
01,019,01,015,AL,Calhoun County,57,112,2401
01,019,13,115,GA,Floyd County,55,103,2418
01,019,13,055,GA,Chattooga County,25,48,1036
01,019,58,000,SS,Other flows - Same State,77,131,4011
01,019,59,000,DS,Other flows - Different State,188,298,8457
01,019,59,001,DS,Other flows - Northeast,-1,-1,-1
01,019,59,003,DS,Other flows - Midwest,25,28,905
01,019,59,005,DS,Other flows - South,163,270,7552
01,019,59,007,DS,Other flows - West,-1,-1,-1
01,019,57,009,FR,Foreign - Other flows,-1,-1,-1
01,021,96,000,AL,Chilton County Total Migration-US and Foreign,813,1509,38751
01,021,97,000,AL,Chilton County Total Migration-US,813,1509,38751
01,021,97,001,AL,Chilton County Total Migration-Same State,625,1194,28967
01,021,97,003,AL,Chilton County Total Migration-Different State,188,315,9784
01,021,01,021,AL,Chilton County Non-migrants,14946,32656,979556
01,021,01,117,AL,Shelby County,228,465,11761
01,021,01,073,AL,Jefferson County,86,156,3359
01,021,01,001,AL,Autauga County,70,130,2880
01,021,01,101,AL,Montgomery County,29,49,1386
01,021,01,051,AL,Elmore County,26,51,1324
01,021,01,007,AL,Bibb County,25,47,1220
01,021,58,000,SS,Other flows - Same State,161,296,7037
01,021,59,000,DS,Other flows - Different State,188,315,9784
01,021,59,001,DS,Other flows - Northeast,-1,-1,-1
01,021,59,003,DS,Other flows - Midwest,28,48,1362
01,021,59,005,DS,Other flows - South,136,235,7367
01,021,59,007,DS,Other flows - West,24,32,1055
01,021,57,009,FR,Foreign - Other flows,-1,-1,-1
01,023,96,000,AL,Choctaw County Total Migration-US and Foreign,184,373,7242
01,023,97,000,AL,Choctaw County Total Migration-US,184,373,7242
01,023,97,001,AL,Choctaw County Total Migration-Same State,110,222,4070
01,023,97,003,AL,Choctaw County Total Migration-Different State,74,151,3172
01,023,01,023,AL,Choctaw County Non-migrants,3997,8299,245136
01,023,58,000,SS,Other flows - Same State,110,222,4070
01,023,59,000,DS,Other flows - Different State,74,151,3172
01,023,59,001,DS,Other flows - Northeast,-1,-1,-1
01,023,59,003,DS,Other flows - Midwest,-1,-1,-1
01,023,59,005,DS,Other flows - South,74,151,3172
01,023,59,007,DS,Other flows - West,-1,-1,-1
01,023,57,009,FR,Foreign - Other flows,-1,-1,-1
01,025,96,000,AL,Clarke County Total Migration-US and Foreign,443,820,20368
01,025,97,000,AL,Clarke County Total Migration-US,443,820,20368
01,025,97,001,AL,Clarke County Total Migration-Same State,346,650,16300
01,025,97,003,AL,Clarke County Total Migration-Different State,97,170,4068
01,025,01,025,AL,Clarke County Non-migrants,8028,16607,485044
01,025,01,097,AL,Mobile County,64,100,2794
01,025,01,129,AL,Washington County,45,94,1986
01,025,01,091,AL,Marengo County,35,70,1589
01,025,01,131,AL,Wilcox County,31,69,1500
01,025,01,003,AL,Baldwin County,24,39,1459
01,025,01,125,AL,Tuscaloosa County,24,35,1084
01,025,58,000,SS,Other flows - Same State,123,243,5889
01,025,59,000,DS,Other flows - Different State,97,170,4068
01,025,59,001,DS,Other flows - Northeast,-1,-1,-1
01,025,59,003,DS,Other flows - Midwest,-1,-1,-1
01,025,59,005,DS,Other flows - South,97,170,4068
01,025,59,007,DS,Other flows - West,-1,-1,-1
01,025,57,009,FR,Foreign - Other flows,-1,-1,-1
01,027,96,000,AL,Clay County Total Migration-US and Foreign,285,521,13001
01,027,97,000,AL,Clay County Total Migration-US,285,521,13001
01,027,97,001,AL,Clay County Total Migration-Same State,240,446,10375
01,027,97,003,AL,Clay County Total Migration-Different State,45,75,2626
01,027,01,027,AL,Clay County Non-migrants,4680,9804,292703
01,027,01,121,AL,Talladega County,57,121,2604
01,027,01,015,AL,Calhoun County,47,86,1819
01,027,01,123,AL,Tallapoosa County,27,43,849
01,027,01,111,AL,Randolph County,25,51,1684
01,027,58,000,SS,Other flows - Same State,84,145,3420
01,027,59,000,DS,Other flows - Different State,45,75,2626
01,027,59,001,DS,Other flows - Northeast,-1,-1,-1
01,027,59,003,DS,Other flows - Midwest,-1,-1,-1
01,027,59,005,DS,Other flows - South,45,75,2626
01,027,59,007,DS,Other flows - West,-1,-1,-1
01,027,57,009,FR,Foreign - Other flows,-1,-1,-1
01,029,96,000,AL,Cleburne County Total Migration-US and Foreign,328,632,17272
01,029,97,000,AL,Cleburne County Total Migration-US,328,632,17272
01,029,97,001,AL,Cleburne County Total Migration-Same State,205,393,10995
01,029,97,003,AL,Cleburne County Total Migration-Different State,123,239,6276
01,029,01,029,AL,Cleburne County Non-migrants,4764,10578,326830
01,029,01,015,AL,Calhoun County,107,218,6262
01,029,13,045,GA,Carroll County,42,95,2155
01,029,01,111,AL,Randolph County,23,49,865
01,029,13,143,GA,Haralson County,22,43,759
01,029,01,121,AL,Talladega County,21,33,1607
01,029,58,000,SS,Other flows - Same State,54,93,2261
01,029,59,000,DS,Other flows - Different State,59,101,3363
01,029,59,001,DS,Other flows - Northeast,-1,-1,-1
01,029,59,003,DS,Other flows - Midwest,-1,-1,-1
01,029,59,005,DS,Other flows - South,59,101,3363
01,029,59,007,DS,Other flows - West,-1,-1,-1
01,031,96,000,AL,Coffee County Total Migration-US and Foreign,2012,3823,113834
01,031,97,000,AL,Coffee County Total Migration-US,1951,3708,110012
01,031,97,001,AL,Coffee County Total Migration-Same State,863,1682,43163
01,031,97,003,AL,Coffee County Total Migration-Different State,1088,2026,66850
01,031,98,000,AL,Coffee County Total Migration-Foreign,61,115,3822
01,031,01,031,AL,Coffee County Non-migrants,17743,38460,1426488
01,031,01,045,AL,Dale County,249,506,11020
01,031,01,069,AL,Houston County,139,250,8392
01,031,01,061,AL,Geneva County,84,189,4115
01,031,01,039,AL,Covington County,77,160,3828
01,031,01,109,AL,Pike County,58,125,2489
01,031,01,089,AL,Madison County,34,63,2112
01,031,08,041,CO,El Paso County,33,64,2067
01,031,01,101,AL,Montgomery County,28,46,1439
01,031,12,005,FL,Bay County,28,48,1625
01,031,48,027,TX,Bell County,27,59,1861
01,031,01,073,AL,Jefferson County,25,27,756
01,031,01,081,AL,Lee County,24,40,1227
01,031,48,141,TX,El Paso County,23,38,1571
01,031,47,125,TN,Montgomery County,22,33,1154
01,031,53,053,WA,Pierce County,21,40,1184
01,031,58,000,SS,Other flows - Same State,145,276,7783
01,031,59,000,DS,Other flows - Different State,934,1744,57388
01,031,59,001,DS,Other flows - Northeast,77,135,3867
01,031,59,003,DS,Other flows - Midwest,132,226,8737
01,031,59,005,DS,Other flows - South,556,1060,33119
01,031,59,007,DS,Other flows - West,169,323,11664
01,031,57,009,FR,Foreign - Other flows,61,115,3822
01,033,96,000,AL,Colbert County Total Migration-US and Foreign,1389,2444,71247
01,033,97,000,AL,Colbert County Total Migration-US,1389,2444,71247
01,033,97,001,AL,Colbert County Total Migration-Same State,981,1763,46022
01,033,97,003,AL,Colbert County Total Migration-Different State,408,681,25226
01,033,01,033,AL,Colbert County Non-migrants,19733,40936,1457438
01,033,01,077,AL,Lauderdale County,502,933,24425
01,033,01,059,AL,Franklin County,104,215,4189
01,033,01,089,AL,Madison County,73,120,3302
01,033,01,079,AL,Lawrence County,70,119,2598
01,033,01,103,AL,Morgan County,37,48,1798
01,033,01,083,AL,Limestone County,33,51,1518
01,033,01,073,AL,Jefferson County,30,40,1592
01,033,58,000,SS,Other flows - Same State,132,237,6601
01,033,59,000,DS,Other flows - Different State,408,681,25226
01,033,59,001,DS,Other flows - Northeast,-1,-1,-1
01,033,59,003,DS,Other flows - Midwest,40,69,1968
01,033,59,005,DS,Other flows - South,329,555,21039
01,033,59,007,DS,Other flows - West,39,57,2218
01,033,57,009,FR,Foreign - Other flows,-1,-1,-1
01,035,96,000,AL,Conecuh County Total Migration-US and Foreign,229,456,9667
01,035,97,000,AL,Conecuh County Total Migration-US,229,456,9667
01,035,97,001,AL,Conecuh County Total Migration-Same State,167,347,7859
01,035,97,003,AL,Conecuh County Total Migration-Different State,62,109,1809
01,035,01,035,AL,Conecuh County Non-migrants,3775,7627,207733
01,035,01,053,AL,Escambia County,37,79,1832
01,035,01,099,AL,Monroe County,25,63,1241
01,035,58,000,SS,Other flows - Same State,105,205,4785
01,035,59,000,DS,Other flows - Different State,62,109,1809
01,035,59,001,DS,Other flows - Northeast,-1,-1,-1
01,035,59,003,DS,Other flows - Midwest,-1,-1,-1
01,035,59,005,DS,Other flows - South,62,109,1809
01,035,59,007,DS,Other flows - West,-1,-1,-1
01,035,57,009,FR,Foreign - Other flows,-1,-1,-1
01,037,96,000,AL,Coosa County Total Migration-US and Foreign,240,472,10433
01,037,97,000,AL,Coosa County Total Migration-US,240,472,10433
01,037,97,001,AL,Coosa County Total Migration-Same State,198,383,8488
01,037,97,003,AL,Coosa County Total Migration-Different State,42,89,1945
01,037,01,037,AL,Coosa County Non-migrants,3081,6256,193260
01,037,01,121,AL,Talladega County,64,123,2763
01,037,01,123,AL,Tallapoosa County,50,118,1773
01,037,58,000,SS,Other flows - Same State,84,142,3953
01,037,59,000,DS,Other flows - Different State,42,89,1945
01,037,59,001,DS,Other flows - Northeast,-1,-1,-1
01,037,59,003,DS,Other flows - Midwest,-1,-1,-1
01,037,59,005,DS,Other flows - South,42,89,1945
01,037,59,007,DS,Other flows - West,-1,-1,-1
01,039,96,000,AL,Covington County Total Migration-US and Foreign,668,1277,27460
01,039,97,000,AL,Covington County Total Migration-US,668,1277,27460
01,039,97,001,AL,Covington County Total Migration-Same State,352,702,13926
01,039,97,003,AL,Covington County Total Migration-Different State,316,575,13535
01,039,01,039,AL,Covington County Non-migrants,12318,26512,809833
01,039,01,031,AL,Coffee County,81,182,3443
01,039,12,091,FL,Okaloosa County,52,102,2428
01,039,01,041,AL,Crenshaw County,30,53,1147
01,039,01,109,AL,Pike County,24,50,789
01,039,12,131,FL,Walton County,24,47,1273
01,039,01,061,AL,Geneva County,20,43,566
01,039,58,000,SS,Other flows - Same State,197,374,7981
01,039,59,000,DS,Other flows - Different State,240,426,9833
01,039,59,001,DS,Other flows - Northeast,-1,-1,-1
01,039,59,003,DS,Other flows - Midwest,32,51,954
01,039,59,005,DS,Other flows - South,181,335,7594
01,039,59,007,DS,Other flows - West,27,40,1285
01,039,57,009,FR,Foreign - Other flows,-1,-1,-1
01,041,96,000,AL,Crenshaw County Total Migration-US and Foreign,280,548,11167
01,041,97,000,AL,Crenshaw County Total Migration-US,280,548,11167
01,041,97,001,AL,Crenshaw County Total Migration-Same State,220,454,8812
01,041,97,003,AL,Crenshaw County Total Migration-Different State,60,94,2354
01,041,01,041,AL,Crenshaw County Non-migrants,4564,9631,276181
01,041,01,109,AL,Pike County,53,119,1820
01,041,01,101,AL,Montgomery County,41,77,1340
01,041,01,031,AL,Coffee County,26,59,1093
01,041,01,039,AL,Covington County,26,59,726
01,041,01,013,AL,Butler County,22,43,923
01,041,58,000,SS,Other flows - Same State,52,97,2910
01,041,59,000,DS,Other flows - Different State,60,94,2354
01,041,59,001,DS,Other flows - Northeast,-1,-1,-1
01,041,59,003,DS,Other flows - Midwest,-1,-1,-1
01,041,59,005,DS,Other flows - South,60,94,2354
01,041,59,007,DS,Other flows - West,-1,-1,-1
01,043,96,000,AL,Cullman County Total Migration-US and Foreign,1485,2770,82041
01,043,97,000,AL,Cullman County Total Migration-US,1485,2770,82041
01,043,97,001,AL,Cullman County Total Migration-Same State,1100,2087,58053
01,043,97,003,AL,Cullman County Total Migration-Different State,385,683,23988
01,043,01,043,AL,Cullman County Non-migrants,30059,64826,2284091
01,043,01,103,AL,Morgan County,217,450,11514
01,043,01,073,AL,Jefferson County,154,270,8790
01,043,01,089,AL,Madison County,126,195,8987
01,043,01,095,AL,Marshall County,106,235,4692
01,043,01,009,AL,Blount County,101,219,4438
01,043,01,127,AL,Walker County,61,119,2399
01,043,01,133,AL,Winston County,52,98,2621
01,043,01,083,AL,Limestone County,34,65,1994
01,043,01,117,AL,Shelby County,31,51,1564
01,043,01,055,AL,Etowah County,22,49,938
01,043,01,079,AL,Lawrence County,22,40,1304
01,043,01,003,AL,Baldwin County,21,37,1164
01,043,01,115,AL,St. Clair County,20,39,1221
01,043,58,000,SS,Other flows - Same State,133,220,6425
01,043,59,000,DS,Other flows - Different State,385,683,23988
01,043,59,001,DS,Other flows - Northeast,-1,-1,-1
01,043,59,003,DS,Other flows - Midwest,51,107,4398
01,043,59,005,DS,Other flows - South,266,448,16061
01,043,59,007,DS,Other flows - West,68,128,3529
01,043,57,009,FR,Foreign - Other flows,-1,-1,-1
01,045,96,000,AL,Dale County Total Migration-US and Foreign,2250,4925,116224
01,045,97,000,AL,Dale County Total Migration-US,2189,4764,112253
01,045,97,001,AL,Dale County Total Migration-Same State,1033,2140,45171
01,045,97,003,AL,Dale County Total Migration-Different State,1156,2624,67081
01,045,98,000,AL,Dale County Total Migration-Foreign,61,161,3972
01,045,01,045,AL,Dale County Non-migrants,15630,32617,957405
01,045,01,069,AL,Houston County,382,779,15415
01,045,01,031,AL,Coffee County,309,699,15088
01,045,01,061,AL,Geneva County,52,113,2013
01,045,01,109,AL,Pike County,49,82,1530
01,045,01,067,AL,Henry County,45,99,2189
01,045,48,027,TX,Bell County,38,96,2209
01,045,48,141,TX,El Paso County,38,99,2541
01,045,08,041,CO,El Paso County,34,85,2386
01,045,15,003,HI,Honolulu County,32,91,2149
01,045,01,005,AL,Barbour County,31,61,1395
01,045,13,051,GA,Chatham County,26,69,1733
01,045,47,125,TN,Montgomery County,26,65,2071
01,045,36,045,NY,Jefferson County,25,68,1667
01,045,01,073,AL,Jefferson County,23,41,932
01,045,01,081,AL,Lee County,21,30,640
01,045,58,000,SS,Other flows - Same State,121,236,5968
01,045,59,000,DS,Other flows - Different State,937,2051,52326
01,045,59,001,DS,Other flows - Northeast,48,119,2973
01,045,59,003,DS,Other flows - Midwest,150,377,8165
01,045,59,005,DS,Other flows - South,580,1202,31388
01,045,59,007,DS,Other flows - West,159,353,9800
01,045,57,009,FR,Foreign - Other flows,61,161,3972
01,047,96,000,AL,Dallas County Total Migration-US and Foreign,671,1266,27497
01,047,97,000,AL,Dallas County Total Migration-US,671,1266,27497
01,047,97,001,AL,Dallas County Total Migration-Same State,503,989,21407
01,047,97,003,AL,Dallas County Total Migration-Different State,168,277,6090
01,047,01,047,AL,Dallas County Non-migrants,11811,23964,570198
01,047,01,101,AL,Montgomery County,124,248,3669
01,047,01,001,AL,Autauga County,77,164,4909
01,047,01,073,AL,Jefferson County,62,106,1784
01,047,01,051,AL,Elmore County,35,80,1613
01,047,01,125,AL,Tuscaloosa County,30,53,972
01,047,01,021,AL,Chilton County,21,43,813
01,047,01,089,AL,Madison County,21,37,678
01,047,01,117,AL,Shelby County,20,33,1107
01,047,58,000,SS,Other flows - Same State,113,225,5863
01,047,59,000,DS,Other flows - Different State,168,277,6090
01,047,59,001,DS,Other flows - Northeast,-1,-1,-1
01,047,59,003,DS,Other flows - Midwest,29,41,663
01,047,59,005,DS,Other flows - South,139,236,5427
01,047,59,007,DS,Other flows - West,-1,-1,-1
01,047,57,009,FR,Foreign - Other flows,-1,-1,-1
01,049,96,000,AL,DeKalb County Total Migration-US and Foreign,1280,2442,54613
01,049,97,000,AL,DeKalb County Total Migration-US,1280,2442,54613
01,049,97,001,AL,DeKalb County Total Migration-Same State,855,1687,34836
01,049,97,003,AL,DeKalb County Total Migration-Different State,425,755,19776
01,049,01,049,AL,DeKalb County Non-migrants,23417,51797,1404240
01,049,01,071,AL,Jackson County,232,478,8791
01,049,01,095,AL,Marshall County,216,444,9108
01,049,01,055,AL,Etowah County,96,180,3688
01,049,01,019,AL,Cherokee County,71,161,3486
01,049,01,089,AL,Madison County,57,97,2557
01,049,47,065,TN,Hamilton County,35,53,1590
01,049,01,073,AL,Jefferson County,30,48,1248
01,049,01,015,AL,Calhoun County,22,42,1092
01,049,58,000,SS,Other flows - Same State,131,237,4868
01,049,59,000,DS,Other flows - Different State,390,702,18186
01,049,59,001,DS,Other flows - Northeast,-1,-1,-1
01,049,59,003,DS,Other flows - Midwest,55,87,1877
01,049,59,005,DS,Other flows - South,300,558,13043
01,049,59,007,DS,Other flows - West,35,57,3265
01,049,57,009,FR,Foreign - Other flows,-1,-1,-1
01,051,96,000,AL,Elmore County Total Migration-US and Foreign,2201,4082,131973
01,051,97,000,AL,Elmore County Total Migration-US,2201,4082,131973
