y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
01,001,96,000,AL,Autauga County Total Migration-US and Foreign,2148,4413,138794
01,001,97,000,AL,Autauga County Total Migration-US,2120,4345,135795
01,001,97,001,AL,Autauga County Total Migration-Same State,1357,2588,77614
01,001,97,003,AL,Autauga County Total Migration-Different State,763,1757,58181
01,001,98,000,AL,Autauga County Total Migration-Foreign,28,68,2998
01,001,01,001,AL,Autauga County Non-migrants,20045,43150,1531683
01,001,01,051,AL,Elmore County,443,842,25847
01,001,01,101,AL,Montgomery County,407,801,22668
01,001,01,047,AL,Dallas County,77,164,4909
01,001,01,021,AL,Chilton County,70,130,2880
01,001,01,073,AL,Jefferson County,37,70,2404
01,001,01,117,AL,Shelby County,35,59,2431
01,001,01,081,AL,Lee County,33,55,1495
01,001,12,091,FL,Okaloosa County,23,58,2065
01,001,51,059,VA,Fairfax County,22,84,3121
01,001,01,003,AL,Baldwin County,20,39,1051
01,001,58,000,SS,Other flows - Same State,235,428,13931
01,001,59,000,DS,Other flows - Different State,718,1615,52995
01,001,59,001,DS,Other flows - Northeast,37,76,2257
01,001,59,003,DS,Other flows - Midwest,102,224,7656
01,001,59,005,DS,Other flows - South,428,951,29537
01,001,59,007,DS,Other flows - West,151,364,13545
01,001,57,009,FR,Foreign - Other flows,28,68,2998
01,003,96,000,AL,Baldwin County Total Migration-US and Foreign,7573,14221,643854
01,003,97,000,AL,Baldwin County Total Migration-US,7537,14151,639323
01,003,97,001,AL,Baldwin County Total Migration-Same State,2384,4439,190189
01,003,97,003,AL,Baldwin County Total Migration-Different State,5153,9712,449134
01,003,98,000,AL,Baldwin County Total Migration-Foreign,36,70,4531
01,003,01,003,AL,Baldwin County Non-migrants,88299,180763,8399823
01,003,01,097,AL,Mobile County,1002,1830,77079
01,003,12,033,FL,Escambia County,438,808,32623
01,003,01,073,AL,Jefferson County,202,370,17792
01,003,01,117,AL,Shelby County,117,230,11919
01,003,01,053,AL,Escambia County,99,222,4667
01,003,12,113,FL,Santa Rosa County,90,156,5719
01,003,01,101,AL,Montgomery County,88,172,10623
01,003,01,089,AL,Madison County,85,156,9019
01,003,01,125,AL,Tuscaloosa County,70,135,6678
01,003,47,157,TN,Shelby County,70,136,7674
01,003,01,081,AL,Lee County,59,105,4803
01,003,12,091,FL,Okaloosa County,58,107,5164
01,003,48,201,TX,Harris County,51,92,4701
01,003,04,013,AZ,Maricopa County,46,83,4372
01,003,01,099,AL,Monroe County,45,69,2187
01,003,13,067,GA,Cobb County,42,83,5450
01,003,47,037,TN,Davidson County,42,68,3005
01,003,01,051,AL,Elmore County,38,69,3391
01,003,13,121,GA,Fulton County,36,64,4631
01,003,28,033,MS,DeSoto County,35,58,3872
01,003,06,073,CA,San Diego County,34,64,4291
01,003,28,047,MS,Harrison County,34,63,2612
01,003,22,051,LA,Jefferson Parish,33,59,2720
01,003,01,115,AL,St. Clair County,32,65,2140
01,003,12,031,FL,Duval County,32,48,2582
01,003,13,135,GA,Gwinnett County,31,67,2248
01,003,22,071,LA,Orleans Parish,30,55,5671
01,003,12,011,FL,Broward County,29,56,3022
01,003,22,033,LA,East Baton Rouge Parish,29,44,2876
01,003,01,121,AL,Talladega County,28,57,2347
01,003,17,031,IL,Cook County,28,52,2479
01,003,28,059,MS,Jackson County,28,54,2898
01,003,12,005,FL,Bay County,27,44,1743
01,003,12,103,FL,Pinellas County,27,41,2163
01,003,22,103,LA,St. Tammany Parish,27,50,1926
01,003,08,035,CO,Douglas County,26,48,2556
01,003,08,041,CO,El Paso County,26,55,1898
01,003,48,113,TX,Dallas County,26,43,2183
01,003,01,001,AL,Autauga County,25,47,1655
01,003,08,059,CO,Jefferson County,25,54,2139
01,003,12,057,FL,Hillsborough County,25,46,3707
01,003,01,015,AL,Calhoun County,24,42,1447
01,003,01,025,AL,Clarke County,24,39,1459
01,003,01,069,AL,Houston County,24,40,2397
01,003,01,077,AL,Lauderdale County,24,35,1436
01,003,01,103,AL,Morgan County,24,43,2049
01,003,06,037,CA,Los Angeles County,24,43,1642
01,003,06,065,CA,Riverside County,24,44,1625
01,003,48,439,TX,Tarrant County,24,44,3414
01,003,12,009,FL,Brevard County,23,49,1486
01,003,12,071,FL,Lee County,23,38,1683
01,003,28,121,MS,Rankin County,23,40,1419
01,003,48,085,TX,Collin County,23,49,3548
01,003,06,059,CA,Orange County,22,42,2811
01,003,47,187,TN,Williamson County,22,49,4435
01,003,01,043,AL,Cullman County,21,37,1164
01,003,47,065,TN,Hamilton County,21,37,1290
01,003,13,117,GA,Forsyth County,20,37,3545
01,003,47,125,TN,Montgomery County,20,37,1326
01,003,48,339,TX,Montgomery County,20,34,1730
01,003,58,000,SS,Other flows - Same State,353,676,25937
01,003,59,000,DS,Other flows - Different State,3439,6571,292255
01,003,59,001,DS,Other flows - Northeast,294,547,28260
01,003,59,003,DS,Other flows - Midwest,832,1582,70070
01,003,59,005,DS,Other flows - South,1865,3578,155987
01,003,59,007,DS,Other flows - West,448,864,37938
01,003,57,009,FR,Foreign - Other flows,36,70,4531
01,005,96,000,AL,Barbour County Total Migration-US and Foreign,377,670,17685
01,005,97,000,AL,Barbour County Total Migration-US,377,670,17685
01,005,97,001,AL,Barbour County Total Migration-Same State,203,368,10250
01,005,97,003,AL,Barbour County Total Migration-Different State,174,302,7434
01,005,01,005,AL,Barbour County Non-migrants,7453,15143,409369
01,005,01,069,AL,Houston County,32,55,1384
01,005,01,045,AL,Dale County,31,61,1395
01,005,13,239,GA,Quitman County,31,53,1031
01,005,01,067,AL,Henry County,28,53,1028
01,005,58,000,SS,Other flows - Same State,112,199,6443
01,005,59,000,DS,Other flows - Different State,143,249,6404
01,005,59,001,DS,Other flows - Northeast,-1,-1,-1
01,005,59,003,DS,Other flows - Midwest,-1,-1,-1
01,005,59,005,DS,Other flows - South,143,249,6404
01,005,59,007,DS,Other flows - West,-1,-1,-1
01,007,96,000,AL,Bibb County Total Migration-US and Foreign,416,837,22039
01,007,97,000,AL,Bibb County Total Migration-US,416,837,22039
01,007,97,001,AL,Bibb County Total Migration-Same State,381,759,19559
01,007,97,003,AL,Bibb County Total Migration-Different State,35,78,2479
01,007,01,007,AL,Bibb County Non-migrants,6469,14012,424802
01,007,01,125,AL,Tuscaloosa County,121,263,5892
01,007,01,073,AL,Jefferson County,94,185,5912
01,007,01,117,AL,Shelby County,57,114,3117
01,007,01,021,AL,Chilton County,25,47,1220
01,007,58,000,SS,Other flows - Same State,84,150,3418
01,007,59,000,DS,Other flows - Different State,35,78,2479
01,007,59,001,DS,Other flows - Northeast,-1,-1,-1
01,007,59,003,DS,Other flows - Midwest,-1,-1,-1
01,007,59,005,DS,Other flows - South,35,78,2479
01,007,59,007,DS,Other flows - West,-1,-1,-1
01,009,96,000,AL,Blount County Total Migration-US and Foreign,1261,2502,67438
01,009,97,000,AL,Blount County Total Migration-US,1261,2502,67438
01,009,97,001,AL,Blount County Total Migration-Same State,996,1985,52807
01,009,97,003,AL,Blount County Total Migration-Different State,265,517,14631
01,009,01,009,AL,Blount County Non-migrants,19422,43284,1349729
01,009,01,073,AL,Jefferson County,439,847,26757
01,009,01,043,AL,Cullman County,101,219,4438
01,009,01,095,AL,Marshall County,76,141,2673
01,009,01,115,AL,St. Clair County,74,154,4344
01,009,01,055,AL,Etowah County,68,134,2872
01,009,01,117,AL,Shelby County,41,79,2401
01,009,01,127,AL,Walker County,31,65,1575
01,009,01,089,AL,Madison County,27,55,1492
01,009,01,103,AL,Morgan County,22,45,863
01,009,58,000,SS,Other flows - Same State,117,246,5392
01,009,59,000,DS,Other flows - Different State,265,517,14631
01,009,59,001,DS,Other flows - Northeast,-1,-1,-1
01,009,59,003,DS,Other flows - Midwest,36,93,2557
01,009,59,005,DS,Other flows - South,181,327,9164
01,009,59,007,DS,Other flows - West,48,97,2910
01,009,57,009,FR,Foreign - Other flows,-1,-1,-1
01,011,96,000,AL,Bullock County Total Migration-US and Foreign,150,282,6051
01,011,97,000,AL,Bullock County Total Migration-US,150,282,6051
01,011,97,001,AL,Bullock County Total Migration-Same State,117,223,4400
01,011,97,003,AL,Bullock County Total Migration-Different State,33,59,1651
01,011,01,011,AL,Bullock County Non-migrants,3020,6132,136582
01,011,01,101,AL,Montgomery County,31,56,965
01,011,01,109,AL,Pike County,23,40,688
01,011,58,000,SS,Other flows - Same State,63,127,2747
01,011,59,000,DS,Other flows - Different State,33,59,1651
01,011,59,001,DS,Other flows - Northeast,-1,-1,-1
01,011,59,003,DS,Other flows - Midwest,-1,-1,-1
01,011,59,005,DS,Other flows - South,33,59,1651
01,011,59,007,DS,Other flows - West,-1,-1,-1
01,013,96,000,AL,Butler County Total Migration-US and Foreign,269,512,10131
01,013,97,000,AL,Butler County Total Migration-US,269,512,10131
01,013,97,001,AL,Butler County Total Migration-Same State,185,362,6735
01,013,97,003,AL,Butler County Total Migration-Different State,84,150,3396
01,013,01,013,AL,Butler County Non-migrants,6333,13166,349319
01,013,01,101,AL,Montgomery County,35,61,1363
01,013,01,085,AL,Lowndes County,25,57,656
01,013,01,041,AL,Crenshaw County,22,43,923
01,013,58,000,SS,Other flows - Same State,103,201,3794
01,013,59,000,DS,Other flows - Different State,84,150,3396
01,013,59,001,DS,Other flows - Northeast,-1,-1,-1
01,013,59,003,DS,Other flows - Midwest,-1,-1,-1
01,013,59,005,DS,Other flows - South,84,150,3396
01,013,59,007,DS,Other flows - West,-1,-1,-1
01,013,57,009,FR,Foreign - Other flows,-1,-1,-1
01,015,96,000,AL,Calhoun County Total Migration-US and Foreign,2396,4463,110146
01,015,97,000,AL,Calhoun County Total Migration-US,2396,4463,110146
01,015,97,001,AL,Calhoun County Total Migration-Same State,1436,2614,62651
01,015,97,003,AL,Calhoun County Total Migration-Different State,960,1849,47494
01,015,01,015,AL,Calhoun County Non-migrants,39101,79438,2413002
01,015,01,121,AL,Talladega County,329,634,14385
01,015,01,055,AL,Etowah County,260,475,10008
01,015,01,073,AL,Jefferson County,128,223,5164
01,015,01,115,AL,St. Clair County,123,222,6287
01,015,01,029,AL,Cleburne County,107,218,6262
01,015,01,019,AL,Cherokee County,57,112,2401
01,015,01,117,AL,Shelby County,49,75,2382
01,015,01,027,AL,Clay County,47,86,1819
01,015,13,045,GA,Carroll County,38,89,1370
01,015,01,111,AL,Randolph County,37,68,1167
01,015,01,089,AL,Madison County,33,52,1514
01,015,13,115,GA,Floyd County,27,47,1033
01,015,01,095,AL,Marshall County,26,33,813
01,015,13,067,GA,Cobb County,26,41,1147
01,015,13,121,GA,Fulton County,26,39,1670
01,015,13,223,GA,Paulding County,24,52,878
01,015,01,049,AL,DeKalb County,22,42,1092
01,015,01,003,AL,Baldwin County,21,36,1039
01,015,01,081,AL,Lee County,20,30,1129
01,015,58,000,SS,Other flows - Same State,177,308,7188
01,015,59,000,DS,Other flows - Different State,819,1581,41396
01,015,59,001,DS,Other flows - Northeast,55,92,2337
01,015,59,003,DS,Other flows - Midwest,80,158,3991
01,015,59,005,DS,Other flows - South,579,1109,29310
01,015,59,007,DS,Other flows - West,105,222,5758
01,015,57,009,FR,Foreign - Other flows,-1,-1,-1
01,017,96,000,AL,Chambers County Total Migration-US and Foreign,779,1508,35496
01,017,97,000,AL,Chambers County Total Migration-US,779,1508,35496
01,017,97,001,AL,Chambers County Total Migration-Same State,373,736,18109
01,017,97,003,AL,Chambers County Total Migration-Different State,406,772,17387
01,017,01,017,AL,Chambers County Non-migrants,10736,21552,567614
01,017,01,081,AL,Lee County,213,424,10202
01,017,13,285,GA,Troup County,164,318,6769
01,017,01,111,AL,Randolph County,56,115,2125
01,017,58,000,SS,Other flows - Same State,104,197,5783
01,017,59,000,DS,Other flows - Different State,242,454,10617
01,017,59,001,DS,Other flows - Northeast,-1,-1,-1
01,017,59,003,DS,Other flows - Midwest,-1,-1,-1
01,017,59,005,DS,Other flows - South,218,407,9801
01,017,59,007,DS,Other flows - West,24,47,816
01,017,57,009,FR,Foreign - Other flows,-1,-1,-1
01,019,96,000,AL,Cherokee County Total Migration-US and Foreign,686,1354,40826
01,019,97,000,AL,Cherokee County Total Migration-US,686,1354,40826
01,019,97,001,AL,Cherokee County Total Migration-Same State,262,535,11795
01,019,97,003,AL,Cherokee County Total Migration-Different State,424,819,29031
01,019,01,019,AL,Cherokee County Non-migrants,8230,17441,520970
01,019,13,115,GA,Floyd County,81,165,4957
01,019,01,055,AL,Etowah County,73,147,2791
01,019,01,049,AL,DeKalb County,71,161,3486
01,019,01,015,AL,Calhoun County,36,77,1238
01,019,13,055,GA,Chattooga County,30,69,1687
01,019,13,233,GA,Polk County,28,66,1503
01,019,13,223,GA,Paulding County,23,43,2475
01,019,58,000,SS,Other flows - Same State,82,150,4280
01,019,59,000,DS,Other flows - Different State,262,476,18410
01,019,59,001,DS,Other flows - Northeast,-1,-1,-1
01,019,59,003,DS,Other flows - Midwest,33,62,2096
01,019,59,005,DS,Other flows - South,229,414,16313
01,019,59,007,DS,Other flows - West,-1,-1,-1
01,021,96,000,AL,Chilton County Total Migration-US and Foreign,948,1937,50971
01,021,97,000,AL,Chilton County Total Migration-US,948,1937,50971
01,021,97,001,AL,Chilton County Total Migration-Same State,723,1462,39574
01,021,97,003,AL,Chilton County Total Migration-Different State,225,475,11397
01,021,01,021,AL,Chilton County Non-migrants,14946,32656,979556
01,021,01,117,AL,Shelby County,316,620,19188
01,021,01,073,AL,Jefferson County,90,183,4822
01,021,01,001,AL,Autauga County,71,143,3069
01,021,01,051,AL,Elmore County,36,72,2102
01,021,01,125,AL,Tuscaloosa County,28,62,1352
01,021,01,101,AL,Montgomery County,22,42,1131
01,021,01,007,AL,Bibb County,21,47,836
01,021,01,047,AL,Dallas County,21,43,813
01,021,58,000,SS,Other flows - Same State,118,250,6262
01,021,59,000,DS,Other flows - Different State,225,475,11397
01,021,59,001,DS,Other flows - Northeast,-1,-1,-1
01,021,59,003,DS,Other flows - Midwest,27,49,1287
01,021,59,005,DS,Other flows - South,164,352,8212
01,021,59,007,DS,Other flows - West,34,74,1898
01,023,96,000,AL,Choctaw County Total Migration-US and Foreign,151,276,6710
01,023,97,000,AL,Choctaw County Total Migration-US,151,276,6710
01,023,97,001,AL,Choctaw County Total Migration-Same State,88,158,3879
01,023,97,003,AL,Choctaw County Total Migration-Different State,63,118,2831
01,023,01,023,AL,Choctaw County Non-migrants,3997,8299,245136
01,023,58,000,SS,Other flows - Same State,88,158,3879
01,023,59,000,DS,Other flows - Different State,63,118,2831
01,023,59,001,DS,Other flows - Northeast,-1,-1,-1
01,023,59,003,DS,Other flows - Midwest,-1,-1,-1
01,023,59,005,DS,Other flows - South,63,118,2831
01,023,59,007,DS,Other flows - West,-1,-1,-1
01,025,96,000,AL,Clarke County Total Migration-US and Foreign,347,655,14436
01,025,97,000,AL,Clarke County Total Migration-US,347,655,14436
01,025,97,001,AL,Clarke County Total Migration-Same State,260,494,9297
01,025,97,003,AL,Clarke County Total Migration-Different State,87,161,5139
01,025,01,025,AL,Clarke County Non-migrants,8028,16607,485044
01,025,01,097,AL,Mobile County,49,85,2083
01,025,01,129,AL,Washington County,43,86,1140
01,025,01,091,AL,Marengo County,36,74,978
01,025,01,131,AL,Wilcox County,32,81,1327
01,025,01,003,AL,Baldwin County,21,37,924
01,025,58,000,SS,Other flows - Same State,79,131,2845
01,025,59,000,DS,Other flows - Different State,87,161,5139
01,025,59,001,DS,Other flows - Northeast,-1,-1,-1
01,025,59,003,DS,Other flows - Midwest,-1,-1,-1
01,025,59,005,DS,Other flows - South,87,161,5139
01,025,59,007,DS,Other flows - West,-1,-1,-1
01,025,57,009,FR,Foreign - Other flows,-1,-1,-1
01,027,96,000,AL,Clay County Total Migration-US and Foreign,285,566,12687
01,027,97,000,AL,Clay County Total Migration-US,285,566,12687
01,027,97,001,AL,Clay County Total Migration-Same State,201,401,7931
01,027,97,003,AL,Clay County Total Migration-Different State,84,165,4756
01,027,01,027,AL,Clay County Non-migrants,4680,9804,292703
01,027,01,121,AL,Talladega County,44,91,1696
01,027,01,015,AL,Calhoun County,40,71,1126
01,027,01,123,AL,Tallapoosa County,23,44,620
01,027,58,000,SS,Other flows - Same State,94,195,4488
01,027,59,000,DS,Other flows - Different State,84,165,4756
01,027,59,001,DS,Other flows - Northeast,-1,-1,-1
01,027,59,003,DS,Other flows - Midwest,-1,-1,-1
01,027,59,005,DS,Other flows - South,84,165,4756
01,027,59,007,DS,Other flows - West,-1,-1,-1
01,029,96,000,AL,Cleburne County Total Migration-US and Foreign,372,786,19390
01,029,97,000,AL,Cleburne County Total Migration-US,372,786,19390
01,029,97,001,AL,Cleburne County Total Migration-Same State,161,316,7156
01,029,97,003,AL,Cleburne County Total Migration-Different State,211,470,12234
01,029,01,029,AL,Cleburne County Non-migrants,4764,10578,326830
01,029,01,015,AL,Calhoun County,88,182,3992
01,029,13,045,GA,Carroll County,67,149,3028
01,029,13,143,GA,Haralson County,31,62,1285
01,029,58,000,SS,Other flows - Same State,73,134,3164
01,029,59,000,DS,Other flows - Different State,113,259,7921
01,029,59,001,DS,Other flows - Northeast,-1,-1,-1
01,029,59,003,DS,Other flows - Midwest,-1,-1,-1
01,029,59,005,DS,Other flows - South,113,259,7921
01,029,59,007,DS,Other flows - West,-1,-1,-1
01,031,96,000,AL,Coffee County Total Migration-US and Foreign,2085,4246,115581
01,031,97,000,AL,Coffee County Total Migration-US,2045,4129,112413
01,031,97,001,AL,Coffee County Total Migration-Same State,849,1808,42628
01,031,97,003,AL,Coffee County Total Migration-Different State,1196,2321,69785
01,031,98,000,AL,Coffee County Total Migration-Foreign,40,117,3167
01,031,01,031,AL,Coffee County Non-migrants,17743,38460,1426488
01,031,01,045,AL,Dale County,309,699,15088
01,031,01,069,AL,Houston County,110,211,5395
01,031,01,061,AL,Geneva County,85,170,3861
01,031,01,039,AL,Covington County,81,182,3443
01,031,01,109,AL,Pike County,72,146,3024
01,031,08,041,CO,El Paso County,33,71,2287
01,031,12,091,FL,Okaloosa County,28,46,809
01,031,01,041,AL,Crenshaw County,26,59,1093
01,031,48,027,TX,Bell County,24,64,2177
01,031,47,125,TN,Montgomery County,23,55,1924
01,031,37,051,NC,Cumberland County,22,47,1617
01,031,36,045,NY,Jefferson County,21,49,1401
01,031,58,000,SS,Other flows - Same State,166,341,10725
01,031,59,000,DS,Other flows - Different State,1045,1989,59570
01,031,59,001,DS,Other flows - Northeast,86,135,4126
01,031,59,003,DS,Other flows - Midwest,142,283,9161
01,031,59,005,DS,Other flows - South,634,1198,34797
01,031,59,007,DS,Other flows - West,183,373,11487
01,031,57,009,FR,Foreign - Other flows,40,117,3167
01,033,96,000,AL,Colbert County Total Migration-US and Foreign,1551,2946,87970
01,033,97,000,AL,Colbert County Total Migration-US,1551,2946,87970
01,033,97,001,AL,Colbert County Total Migration-Same State,1022,1943,56324
01,033,97,003,AL,Colbert County Total Migration-Different State,529,1003,31646
01,033,01,033,AL,Colbert County Non-migrants,19733,40936,1457438
01,033,01,077,AL,Lauderdale County,555,1055,28591
01,033,01,059,AL,Franklin County,142,289,8152
01,033,01,089,AL,Madison County,64,119,4793
01,033,01,079,AL,Lawrence County,40,75,1887
01,033,01,103,AL,Morgan County,33,73,1950
01,033,01,073,AL,Jefferson County,27,50,1748
01,033,01,083,AL,Limestone County,26,43,1900
01,033,01,093,AL,Marion County,20,43,1270
01,033,58,000,SS,Other flows - Same State,115,196,6034
01,033,59,000,DS,Other flows - Different State,529,1003,31646
01,033,59,001,DS,Other flows - Northeast,22,51,1017
01,033,59,003,DS,Other flows - Midwest,68,135,3628
01,033,59,005,DS,Other flows - South,377,704,23093
01,033,59,007,DS,Other flows - West,62,113,3908
01,033,57,009,FR,Foreign - Other flows,-1,-1,-1
01,035,96,000,AL,Conecuh County Total Migration-US and Foreign,205,400,8248
01,035,97,000,AL,Conecuh County Total Migration-US,205,400,8248
01,035,97,001,AL,Conecuh County Total Migration-Same State,135,289,5367
01,035,97,003,AL,Conecuh County Total Migration-Different State,70,111,2881
01,035,01,035,AL,Conecuh County Non-migrants,3775,7627,207733
01,035,01,053,AL,Escambia County,35,78,1334
01,035,01,099,AL,Monroe County,24,53,1195
01,035,58,000,SS,Other flows - Same State,76,158,2838
01,035,59,000,DS,Other flows - Different State,70,111,2881
01,035,59,001,DS,Other flows - Northeast,-1,-1,-1
01,035,59,003,DS,Other flows - Midwest,-1,-1,-1
01,035,59,005,DS,Other flows - South,70,111,2881
01,035,59,007,DS,Other flows - West,-1,-1,-1
01,035,57,009,FR,Foreign - Other flows,-1,-1,-1
01,037,96,000,AL,Coosa County Total Migration-US and Foreign,288,575,14921
01,037,97,000,AL,Coosa County Total Migration-US,288,575,14921
01,037,97,001,AL,Coosa County Total Migration-Same State,251,500,12778
01,037,97,003,AL,Coosa County Total Migration-Different State,37,75,2143
01,037,01,037,AL,Coosa County Non-migrants,3081,6256,193260
01,037,01,121,AL,Talladega County,78,150,4148
01,037,01,123,AL,Tallapoosa County,73,156,3243
01,037,01,051,AL,Elmore County,23,45,1451
01,037,58,000,SS,Other flows - Same State,77,149,3936
01,037,59,000,DS,Other flows - Different State,37,75,2143
01,037,59,001,DS,Other flows - Northeast,-1,-1,-1
01,037,59,003,DS,Other flows - Midwest,-1,-1,-1
01,037,59,005,DS,Other flows - South,37,75,2143
01,037,59,007,DS,Other flows - West,-1,-1,-1
01,037,57,009,FR,Foreign - Other flows,-1,-1,-1
01,039,96,000,AL,Covington County Total Migration-US and Foreign,703,1445,33768
01,039,97,000,AL,Covington County Total Migration-US,703,1445,33768
01,039,97,001,AL,Covington County Total Migration-Same State,317,637,13347
01,039,97,003,AL,Covington County Total Migration-Different State,386,808,20421
01,039,01,039,AL,Covington County Non-migrants,12318,26512,809833
01,039,01,031,AL,Coffee County,77,160,3828
01,039,12,091,FL,Okaloosa County,59,119,2904
01,039,12,131,FL,Walton County,37,73,1440
01,039,01,013,AL,Butler County,27,57,597
01,039,01,041,AL,Crenshaw County,26,59,726
01,039,58,000,SS,Other flows - Same State,187,361,8196
01,039,59,000,DS,Other flows - Different State,290,616,16077
01,039,59,001,DS,Other flows - Northeast,-1,-1,-1
01,039,59,003,DS,Other flows - Midwest,39,88,1806
01,039,59,005,DS,Other flows - South,214,432,10716
01,039,59,007,DS,Other flows - West,37,96,3555
01,039,57,009,FR,Foreign - Other flows,-1,-1,-1
01,041,96,000,AL,Crenshaw County Total Migration-US and Foreign,319,640,13498
01,041,97,000,AL,Crenshaw County Total Migration-US,319,640,13498
01,041,97,001,AL,Crenshaw County Total Migration-Same State,227,458,8803
01,041,97,003,AL,Crenshaw County Total Migration-Different State,92,182,4695
01,041,01,041,AL,Crenshaw County Non-migrants,4564,9631,276181
01,041,01,101,AL,Montgomery County,55,111,2091
01,041,01,109,AL,Pike County,36,68,1622
01,041,01,039,AL,Covington County,30,53,1147
01,041,01,013,AL,Butler County,25,57,798
01,041,58,000,SS,Other flows - Same State,81,169,3145
01,041,59,000,DS,Other flows - Different State,92,182,4695
01,041,59,001,DS,Other flows - Northeast,-1,-1,-1
01,041,59,003,DS,Other flows - Midwest,-1,-1,-1
01,041,59,005,DS,Other flows - South,72,144,3982
01,041,59,007,DS,Other flows - West,20,38,713
01,043,96,000,AL,Cullman County Total Migration-US and Foreign,1949,3693,122081
01,043,97,000,AL,Cullman County Total Migration-US,1949,3693,122081
01,043,97,001,AL,Cullman County Total Migration-Same State,1300,2458,76759
01,043,97,003,AL,Cullman County Total Migration-Different State,649,1235,45321
01,043,01,043,AL,Cullman County Non-migrants,30059,64826,2284091
01,043,01,103,AL,Morgan County,238,449,12759
01,043,01,073,AL,Jefferson County,222,405,17729
01,043,01,009,AL,Blount County,171,352,9918
01,043,01,095,AL,Marshall County,127,252,5660
01,043,01,089,AL,Madison County,105,192,7947
01,043,01,133,AL,Winston County,61,111,2680
01,043,01,127,AL,Walker County,60,113,2734
01,043,01,117,AL,Shelby County,38,71,2826
01,043,01,083,AL,Limestone County,35,63,3481
01,043,01,079,AL,Lawrence County,28,50,1571
01,043,01,115,AL,St. Clair County,28,59,1169
01,043,01,055,AL,Etowah County,21,31,591
01,043,58,000,SS,Other flows - Same State,166,310,7695
01,043,59,000,DS,Other flows - Different State,649,1235,45321
01,043,59,001,DS,Other flows - Northeast,34,64,3206
01,043,59,003,DS,Other flows - Midwest,95,202,4868
01,043,59,005,DS,Other flows - South,432,785,31826
01,043,59,007,DS,Other flows - West,88,184,5421
01,043,57,009,FR,Foreign - Other flows,-1,-1,-1
01,045,96,000,AL,Dale County Total Migration-US and Foreign,2318,4825,120636
01,045,97,000,AL,Dale County Total Migration-US,2263,4703,117050
01,045,97,001,AL,Dale County Total Migration-Same State,1018,2068,45410
01,045,97,003,AL,Dale County Total Migration-Different State,1245,2635,71641
01,045,98,000,AL,Dale County Total Migration-Foreign,55,122,3585
01,045,01,045,AL,Dale County Non-migrants,15630,32617,957405
01,045,01,069,AL,Houston County,406,871,19808
01,045,01,031,AL,Coffee County,249,506,11020
01,045,01,109,AL,Pike County,63,115,2144
01,045,01,061,AL,Geneva County,53,96,1750
01,045,01,067,AL,Henry County,43,88,2111
01,045,01,005,AL,Barbour County,41,81,1848
01,045,47,125,TN,Montgomery County,34,72,2050
01,045,08,041,CO,El Paso County,33,78,2237
01,045,48,027,TX,Bell County,30,73,1768
01,045,01,101,AL,Montgomery County,25,52,979
01,045,48,141,TX,El Paso County,22,59,1343
01,045,37,051,NC,Cumberland County,21,60,1254
01,045,15,003,HI,Honolulu County,20,47,1064
01,045,53,053,WA,Pierce County,20,60,1571
01,045,58,000,SS,Other flows - Same State,138,259,5750
01,045,59,000,DS,Other flows - Different State,1065,2186,60353
01,045,59,001,DS,Other flows - Northeast,102,199,6751
01,045,59,003,DS,Other flows - Midwest,149,330,9131
01,045,59,005,DS,Other flows - South,636,1312,34797
01,045,59,007,DS,Other flows - West,178,345,9673
01,045,57,009,FR,Foreign - Other flows,55,122,3585
01,047,96,000,AL,Dallas County Total Migration-US and Foreign,490,936,20084
01,047,97,000,AL,Dallas County Total Migration-US,490,936,20084
01,047,97,001,AL,Dallas County Total Migration-Same State,333,628,10581
01,047,97,003,AL,Dallas County Total Migration-Different State,157,308,9503
01,047,01,047,AL,Dallas County Non-migrants,11811,23964,570198
01,047,01,101,AL,Montgomery County,90,177,2392
01,047,01,001,AL,Autauga County,35,72,1324
01,047,01,073,AL,Jefferson County,34,54,1007
01,047,58,000,SS,Other flows - Same State,174,325,5857
01,047,59,000,DS,Other flows - Different State,157,308,9503
01,047,59,001,DS,Other flows - Northeast,-1,-1,-1
01,047,59,003,DS,Other flows - Midwest,23,44,742
01,047,59,005,DS,Other flows - South,114,225,7099
01,047,59,007,DS,Other flows - West,20,39,1662
01,049,96,000,AL,DeKalb County Total Migration-US and Foreign,1400,2832,70653
01,049,97,000,AL,DeKalb County Total Migration-US,1400,2832,70653
01,049,97,001,AL,DeKalb County Total Migration-Same State,775,1603,35960
01,049,97,003,AL,DeKalb County Total Migration-Different State,625,1229,34693
01,049,01,049,AL,DeKalb County Non-migrants,23417,51797,1404240
01,049,01,095,AL,Marshall County,235,510,8023
01,049,01,071,AL,Jackson County,177,390,8854
01,049,01,055,AL,Etowah County,91,156,3462
01,049,01,019,AL,Cherokee County,73,160,3987
01,049,47,065,TN,Hamilton County,45,89,2484
01,049,01,089,AL,Madison County,37,75,2232
01,049,13,083,GA,Dade County,26,50,1361
01,049,01,073,AL,Jefferson County,25,38,1885
01,049,58,000,SS,Other flows - Same State,137,274,7517
01,049,59,000,DS,Other flows - Different State,554,1090,30848
01,049,59,001,DS,Other flows - Northeast,27,49,1753
01,049,59,003,DS,Other flows - Midwest,55,123,3296
